"1 Adam Food Centre 2, Adam Road, S(289876) NEA"
"2 Amoy Street Food Centre National Development Building, Annex B, Telok Ayer Street, S(069111) NEA"
"3 Bedok Food Centre 1, Bedok Road, S(469572) NEA"
"4 Beo Crescent Market 38A, Beo Crescent, S(169982) NEA"
"5 Berseh Food Centre 166, Jalan Besar, S(208877) NEA"
"6 Bukit Timah Market 51, Upper Bukit Timah Road, S(588215) NEA"
"7 Chomp Chomp Food Centre 20, Kensington Park Road, S(557269) NEA"
"8 Commonwealth Crescent Market 31, Commonwealth Crescent, S(149644) NEA"
"9 Dunman Food Centre 271, Onan Road, S(424768) NEA"
"10 East Coast Lagoon Food Village 1220, East Coast Parkway, S(468960) NEA"
"11 Geylang Serai Market Geylang Serai, S(402001) NEA"
"12 Golden Mile Food Centre 505, Beach Road, S(199583) NEA"
"13 Holland Village Market & Food Centre 1, Lorong Mambong, S(277700) NEA"
"14 Kallang Estate Market 17, Old Airport Road, S(397972) NEA"
"15 Market Street Interim Food Centre 5, Cross Street, S(048418) NEA"
"16 Marsiling Mall Hawker Centre 4, Woodlands Street 12, S (738623) NEA"
"17 Maxwell Food Centre 1, Kadayanallur Street, S(069184) NEA"
"18 Newton Food Centre 500, Clemenceau Ave North, S(229495) NEA"
"19 North Bridge Road Market & Food Centre 861, North Bridge Road, S(198783) NEA"
"20 Pasir Panjang Food Centre 121, Pasir Panjang Road, S(118543) NEA"
"21 Sembawang Hills Food Centre 590, Upper Thomson Road, S(574419) NEA"
"22 Serangoon Garden Market 49A, Serangoon Garden Way, S(555945) NEA"
"23 Taman Jurong Market & Food Centre 3, Yung Sheng Road, S(618499) NEA"
"24 Tanglin Halt Market 48A, Tanglin Halt Road, S(148813) NEA"
"25 Tiong Bahru Market 30, Seng Poh Road, S(168898) NEA"
"26 Zion Riverside Food Centre 70, Zion Road, S(247792) NEA"
"27 ABC Brickworks Market & Food Centre Blk 6, Jalan Bukit Merah, S(150006) Tanjong Pagar Town Council"
"28 Albert Centre Market & Food Centre Blk 270, Queen Street, S(180270) Jalan Besar Town Council"
"29 Alexandra Village Food Centre Blk 120, Bukit Merah Lane 1, S(150120) Tanjong Pagar Town Council"
"30 Blk 117 Aljunied Ave 2 Blk 117, Aljunied Ave 2, S(380117) Marine Parade Town Council"
"31 Blk 226D Ang Mo Kio Ave 1 Blk 226D, Ang Mo Kio Ave 1, S(564226) Ang Mo Kio Town Council"
"32 Blk 341 Ang Mo Kio Ave 1 Blk 341, Ang Mo Kio Ave 1, S(560341) Ang Mo Kio Town Council"
"33 Blks 160/162 Ang Mo Kio Ave 4 Blks 160/162, Ang Mo Kio Ave 4, S(560160/560162) Ang Mo Kio Town Council"
"34 Blk 628 Ang Mo Kio Ave 4 Blk 628, Ang Mo Kio Ave 4, S(560628) Ang Mo Kio Town Council"
"35 Blk 724 Ang Mo Kio Ave 6 Blk 724, Ang Mo Kio Ave 6, S(560724) Ang Mo Kio Town Council"
"36 Blk 409 Ang Mo Kio Ave 10 Blk 409, Ang Mo Kio Ave 10, S(560409) Ang Mo Kio Town Council"
"37 Blk 453A Ang Mo Kio Ave 10 Blk 453A, Ang Mo Kio Ave 10, S(561453) Ang Mo Kio Town Council"
"38 Blk 527 Ang Mo Kio Ave 10 Blk 527, Ang Mo Kio Ave 10, S(560527) Ang Mo Kio Town Council"
"39 Blk 226H Ang Mo Kio Street 22 Blk 226H, Ang Mo Kio Street 22, S(568226) Ang Mo Kio Town Council"
"40 Blk 216 Bedok North Street 1 Blk 216, Bedok North Street 1, S(460216) East Coast Town Council"
"41 Blk 511 Bedok North Street 3 Blk 511, Bedok North Street 3, S(460511) Aljunied - Hougang Town Council"
"42 Blk 538 Bedok North Street 3 Blk 538, Bedok North Street 3, S(460538) Aljunied - Hougang Town Council"
"43 Blk 85 Bedok North Street 4 Blk 85, Bedok North Street 4, S(460085) East Coast Town Council"
"44 Blk 630 Bedok Reservoir Road Blk 630, Bedok Reservoir Road, S(470630) Aljunied - Hougang Town Council"
"45 Blk 16 Bedok South Road Blk 16, Bedok South Road, S(460016) East Coast Town Council"
