"46 Blk 29 Bendemeer Road Blk 29, Bendemeer Road, S(330029) Jalan Besar Town Council"
"47 Blks 221A/B Boon Lay Place Blks 221A/B, Boon Lay Place, S(641221/642221) West Coast Town Council"
"48 Blk 163 Bukit Merah Central Blk 163, Bukit Merah Central, S(150163) Tanjong Pagar Town Council"
"49 Blk 115 Bukit Merah View Blk 115, Bukit Merah View, S(151115) Tanjong Pagar Town Council"
"50 Blks 2 & 3 Changi Village Road Blks 2/3, Changi Village Road, S(500002/500003) East Coast Town Council"
"51 Chinatown Market Blk 335, Smith Street, S(050335) Jalan Besar Town Council"
"52 Chong Pang Market & Food Centre # Blks 104/105, Yishun Ring Road, S(760104/760105) Nee Soon Town Council"
"53 Blks 79/79A Circuit Road Blks 79/79A, Circuit Road, S(370079/371079) Marine Parade Town Council"
"54 Blk 80 Circuit Road Blk 80, Circuit Road, S(370080) Marine Parade Town Council"
"55 Blk 89 Circuit Road Blk 89, Circuit Road, S(370089) Marine Parade Town Council"
"56 Blk 353 Clementi Ave 2 Blk 353, Clementi Ave 2, S(120353) Jurong - Clementi Town Council"
"57 Blk 448 Clementi Ave 3 Blk 448, Clementi Ave 3, S(120448) Jurong - Clementi Town Council"
"58 Blk 726 Clementi West Street 2 Blk 726, Clementi West Street 2, S(120726) West Coast Town Council"
"59 Blks 1A/ 2A/ 3A Commonwealth Drive Blks 1A/ 2A/ 3A, Commonwealth Drive, S(141001/141002/141003) Tanjong Pagar Town Council"
"60 Blk 7 Empress Road Blk 7, Empress Road, S(260007) Holland - Bukit Panjang Town Council"
"61 Blk 4A Eunos Crescent Blk 4A, Eunos Crescent, S(402004) Marine Parade Town Council"
"62 Blk 69 Geylang Bahru Blk 69, Geylang Bahru, S(330069) Jalan Besar Town Council"

63
Blk 20 Ghim Moh Road
"Blk 20, Ghim Moh Road, S(270020)"
Holland - Bukit Panjang Town Council
64
Blks 13/14 Haig Road
"Blks 13/14, Haig Road, S(430013/430014)"
Marine Parade Town Council
65
Blks 22A/B Havelock Road
"Blks 22A/B, Havelock Road, S(161022/162022)"
Jalan Besar Town Council
66
Blk 44 Holland Drive
"Blk 44, Holland Drive, S(270044)"
Tanjong Pagar Town Council
67
Hong Lim Market & Food Centre
"Blk 531A, Upper Cross Street, S(051531)"
Jalan Besar Town Council
68
Blk 105 Hougang Ave 1
"Blk 105, Hougang Ave 1, S(530105)"
Aljunied - Hougang Town Council
69
Blk 4A Jalan Batu
"Blk 4A, Jalan Batu, S(432004)"
Marine Parade Town Council
70
Blk 112 Jalan Bukit Merah
"Blk 112, Jalan Bukit Merah, S(160112)"
Tanjong Pagar Town Council
71
Blk 1 Jalan Kukoh
"Blk 1, Jalan Kukoh, S(161001)"
Jalan Besar Town Council
72
Blk 347 Jurong East Ave 1
"Blk 347, Jurong East Ave 1, S(600347)"
Jurong - Clementi Town Council
73
Blk 254 Jurong East Street 24
"Blk 254, Jurong East Street 24, S(600254)"
Jurong - Clementi Town Council
74
Blk 505 Jurong West Street 52
"Blk 505, Jurong West Street 52, S(640505)"
Jurong - Clementi Town Council
75
Kovan Market & Food Centre
"Blk 209, Hougang Street 21, S(530209)"
Aljunied - Hougang Town Council
76
Blk 84 Marine Parade Central
"Blk 84, Marine Parade Central, S(440084)"
Marine Parade Town Council
77
Blk 50A Marine Terrace
"Blk 50A, Marine Terrace, S(441050)"
Marine Parade Town Council
78
Blks 20/21 Marsiling Lane
"Blks 20/21, Marsiling Lane, S(730020/730021)"
Marsiling - Yew Tee Town Council
79
Blk 159 Mei Chin Road
"Blk 159, Mei Chin Road, S(140159)"
Tanjong Pagar Town Council
80
Blk 58 New Upper Changi Road
"Blk 58, New Upper Changi Road, S(461058)"
East Coast Town Council
81
Blk 208B New Upper Changi Road #
"Blk 208B, New Upper Changi Road, S(462208)"
East Coast Town Council
82
Blk 51 Old Airport Road #
"Blk 51, Old Airport Road, S(390051)"
Marine Parade Town Council
83
Pek Kio Market & Food Centre
"Blk 41A, Cambridge Road, S(211041)"
Tanjong Pagar Town Council
84
People's Park Food Centre
"Blk 32, New Market Road, S(050032)"
Jalan Besar Town Council
85
Blk 79 Redhill Lane
"Blk 79, Redhill Lane, S(150079)"
Tanjong Pagar Town Council
86
Blk 85 Redhill Lane
"Blk 85, Redhill Lane, S(150085)"
Tanjong Pagar Town Council
87
Blk 320 Shunfu Road
"Blk 320, Shunfu Road, S(570320)"
Bishan - Toa Payoh Town Council
88
Blk 49 Sims Place
"Blk 49, Sims Place, S(380049)"
Jalan Besar Town Council
89
Blk 137 Tampines Street 11
"Blk 137, Tampines Street 11, S(521137)"
Tampines Town Council
90
Blk 6 Tanjong Pagar Plaza
"Blk 6, Tanjong Pagar Plaza, S(081006)"
Tanjong Pagar Town Council
91
Blk 37A Teban Gardens Road
"Blk 37A, Teban Gardens Road, S(601037)"
West Coast Town Council
92
Tekka Market
"Blk 665, Buffalo Road, S(210665)"
Tanjong Pagar Town Council
93
Blk 11 Telok Blangah Crescent
"Blk 11, Telok Blangah Crescent, S(090011)"
Tanjong Pagar Town Council
94
Blk 79 Telok Blangah Drive
"Blk 79, Telok Blangah Drive, S(100079)"
West Coast Town Council
95
Blk 82 Telok Blangah Drive
"Blk 82, Telok Blangah Drive, S(100082)"
West Coast Town Council
96
Blk 36 Telok Blangah Rise
"Blk 36, Telok Blangah Rise, S(090036)"
Tanjong Pagar Town Council
97
Blk 127 Toa Payoh Lorong 1
"Blk 127, Lorong 1 Toa Payoh, S(310127)"
Bishan - Toa Payoh Town Council
98
Blk 74 Toa Payoh Lorong 4
"Blk 74, Lorong 4 Toa Payoh, S(310074)"
Bishan - Toa Payoh Town Council
99
Blk 93 Toa Payoh Lorong 4
"Blk 93, Lorong 4 Toa Payoh, S(310093)"
Bishan - Toa Payoh Town Council
100
Blk 75 Toa Payoh Lorong 5 #
"Blk 75, Lorong 5 Toa Payoh, S(310075)"
Bishan - Toa Payoh Town Council
101
Blk 22 Toa Payoh Lorong 7
"Blk 22, Lorong 7 Toa Payoh, S(310022)"
Bishan - Toa Payoh Town Council
102
Blk 210 Toa Payoh Lorong 8
"Blk 210, Lorong 8 Toa Payoh, S(310210)"
Bishan - Toa Payoh Town Council
103
Blk 17 Upper Boon Keng Road
"Blk 17, Upper Boon Keng Road, S(380017)"
Jalan Besar Town Council
104
Blk 502 West Coast Drive
"Blk 502, West Coast Drive, S(120502)"
West Coast Town Council
105
Blk 503 West Coast Drive
"Blk 503, West Coast Drive, S(120503)"
West Coast Town Council
106
Blk 90 Whampoa Drive #
"Blk 90, Whampoa Drive, S(320090)"
Jalan Besar Town Council
107
Blks 91/92 Whampoa Drive #
"Blks 91/92, Whampoa Drive, S(320091/320092)"
Jalan Besar Town Council
